################################################################################
IN SEQ: 	 b'to make life safe in america , we must also address the growing threats we face from outside the country : we are going to defeat the barbarians of isis , and we are going to defeat them fast .'
PRED DIST: 	 [0.0008923588, 7.4984746e-05, 0.15926741, 0.0005235758, 0.0025757316, 0.70379394, 0.036759045, 0.061847195, 2.5105663e-05, 4.9250255e-05, 2.5617148e-06, 2.7199256e-05, 3.0224082e-06, 2.1550875e-06, 5.9345593e-06, 1.7342188e-06, 1.6066385e-06, 2.7927852e-06, 3.4276031e-06, 5.1288057e-06]
GOLD TOK: 	 []
PRED TOK: 	 [['successful']]
################################################################################
IN SEQ: 	 b'the nation - state remains the true foundation for happiness and harmony .'
GOLD SEQ: 	 b'the nation - state remains the true foundation for happiness and harmony .'
PRED SEQ:	 b'the nation - state remains the foundation for happiness and harmony .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.00025879825, 0.0007064907, 0.00028543491, 0.0005401869, 0.7140872, 0.00024263965, 0.84588426, 0.00020374145, 3.1856704e-05, 0.0022633718, 2.5305751e-05, 0.00079786236, 1.0882727e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'[ applause ] back to mike pen ##ce .'
GOLD SEQ: 	 b'[ applause ] back to mike pen ##ce .'
PRED SEQ:	 b'[ film performance in back to mike pen ##ce .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.18160449, 0.77929866, 0.25248757, 0.0016322463, 0.00014670032, 3.2479493e-05, 1.648822e-05, 1.1389451e-05, 1.7323613e-05]
GOLD TOK: 	 []
PRED TOK: 	 [['film', 'performance', 'in']]
################################################################################
IN SEQ: 	 b'my opponent has called for a radical 550 % increase in syrian - - think of this .'
GOLD SEQ: 	 b'my opponent has called for a radical 550 % increase in syrian - - think of this .'
PRED SEQ:	 b'my opponent has called for a 550 % increase in syrian - - think of this .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.00041531576, 0.00053527264, 4.554687e-05, 2.218339e-05, 2.0540629e-06, 4.8322736e-06, 0.9757018, 6.372793e-05, 8.318109e-06, 2.8591134e-05, 5.1162942e-06, 0.0009214696, 0.0030490651, 0.0021061192, 0.00010880515, 1.8338552e-06, 1.2291737e-05, 2.291343e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"the democratic party has taken the votes of african americans totally for granted , and they ' ve done nothing in return ."
GOLD SEQ: 	 b"the democratic party has taken the votes of african americans totally for granted , and they ' ve done nothing in return ."
PRED SEQ:	 b"the democratic party has taken the votes of african americans for granted , and they ' ve done nothing in return ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.00076937326, 0.00040605076, 6.0783357e-05, 0.011635839, 0.00082478416, 2.347165e-05, 5.450969e-05, 8.638423e-06, 0.003277, 0.0004432848, 0.8420515, 0.00014511083, 0.0022068152, 3.6126996e-06, 0.00012116015, 0.010307994, 0.00024754964, 0.0005823103, 0.002176434, 0.0017104832, 7.929646e-06, 0.00010535811, 4.8964157e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'he said one nice thing about me .'
GOLD SEQ: 	 b'he said one nice thing about me .'
PRED SEQ:	 b'he said one thing about me .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.027174085, 0.029205449, 0.06944934, 0.80615723, 0.025629329, 0.0011165384, 0.017515644, 0.0013212003]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'one law ##less order after another .'
GOLD SEQ: 	 b'one law ##less order after another .'
PRED SEQ:	 b'one order after another .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0014102658, 0.99500114, 0.9685601, 3.5236855e-05, 4.4035814e-06, 1.4302762e-05, 2.8412296e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"but this aggressive counter ##pro ##gram ##ming the democratic convention is different than what we ' ve seen in previous campaigns ."
GOLD SEQ: 	 b"but this aggressive counter ##pro ##gram ##ming the democratic convention is different than what we ' ve seen in previous campaigns ."
PRED SEQ:	 b"but this counter ##pro ##gram ##ming the democratic convention is different than what we ' ve seen in previous campaigns ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0746272, 0.04206557, 0.58692276, 0.0085418625, 0.0043982416, 0.012178589, 0.007458546, 0.0002676716, 0.00010736369, 8.311497e-05, 0.090088084, 0.016943848, 0.00023073894, 0.00048602905, 0.17909811, 2.3343006e-05, 0.00011433501, 0.00040390601, 7.62064e-05, 0.0024706526, 3.6644396e-05, 3.460675e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'islamic terrorism has spread within our shores .'
GOLD SEQ: 	 b'islamic terrorism has spread within our shores .'
PRED SEQ:	 b'islamic terrorism has spread within shores .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.005321248, 0.08472943, 0.00660085, 0.0019321156, 0.0014301662, 0.7685918, 0.0006783, 1.1066075e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'this is not simply another 4 - year election .'
GOLD SEQ: 	 b'this is not simply another 4 - year election .'
PRED SEQ:	 b'this is not another 4 - year election .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [9.632463e-05, 5.610813e-05, 0.00080468523, 0.98432606, 0.0008213662, 0.000122004494, 2.075245e-05, 6.445991e-05, 2.6554002e-05, 4.341343e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'you watch .'
GOLD SEQ: 	 b'you watch .'
PRED SEQ:	 b"you ' s claim to show ."
GOLD DIST: 	 [0.0, 0.0, 0.0]
PRED DIST: 	 [0.51403713, 0.43461847, 0.011904024]
GOLD TOK: 	 []
PRED TOK: 	 [["'", 's', 'claim', 'to', 'show']]
################################################################################
IN SEQ: 	 b'[ applause ] the deadline for voter register who is not registered ?'
GOLD SEQ: 	 b'[ applause ] the deadline for voter register who is not registered ?'
PRED SEQ:	 b'[ [ commentary ] the deadline for voter register who is not registered ?'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.04499668, 0.9395487, 0.03786836, 0.00012165181, 0.00077528605, 3.7110047e-05, 0.0009005102, 0.00087044324, 0.0006655786, 0.0008749978, 0.0009730726, 0.002163627, 0.0022244195]
GOLD TOK: 	 []
PRED TOK: 	 [['[', 'commentary']]
################################################################################
IN SEQ: 	 b"you ' re going to be so proud ."
GOLD SEQ: 	 b"you ' re going to be so proud ."
PRED SEQ:	 b"you ' re going to be so proud ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.31566858, 0.02845825, 0.07845296, 0.11953193, 0.0015068809, 0.006823453, 0.29499933, 0.28238073, 0.007308467]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"they ' re going to be gone ."
GOLD SEQ: 	 b"they ' re going to be gone ."
PRED SEQ:	 b"they ' re going to be ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.37561798, 0.062262684, 0.15819126, 0.23749858, 0.0058716643, 0.092363745, 0.35695, 0.014170999]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'vocational training is a great thing .'
GOLD SEQ: 	 b'vocational training is a great thing .'
PRED SEQ:	 b'vocational training is a thing .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.00037923324, 3.1925985e-05, 0.03759988, 0.0013818416, 0.90425813, 0.04941824, 3.510839e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"this state has lost nearly half of its manufacturing jobs since bill and hillary ' s na ##ft ##a , dec ##imating the african - american middle class ."
GOLD SEQ: 	 b"this state has lost nearly half of its manufacturing jobs since bill and hillary ' s na ##ft ##a , dec ##imating the african - american middle class ."
PRED SEQ:	 b"this state has lost nearly half of its manufacturing jobs since bill and hillary ' s na ##ft ##a , the african - american middle class ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [2.1603268e-05, 2.322492e-05, 2.8383149e-05, 2.1122492e-05, 1.0260362e-05, 1.7868065e-06, 8.709129e-07, 2.7805684e-06, 7.3378496e-06, 4.071231e-06, 3.2583634e-05, 1.642646e-05, 3.7279046e-06, 3.2954867e-06, 2.706153e-06, 5.5914466e-06, 0.00053353974, 0.0020205362, 0.0013774307, 2.610454e-06, 0.94531745, 0.9493447, 0.0001971196, 0.0002154482, 1.7323842e-05, 2.8991173e-05, 4.9477392e-05, 2.6992766e-05, 1.2710565e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'income taxes will be simplified from 7 brackets to 3 , and middle class americans will get a major tax cut including child ##care de ##duction ##s and tax - free child ##care savings accounts .'
GOLD SEQ: 	 b'income taxes will be simplified from 7 brackets to 3 , and middle class americans will get a major tax cut including child ##care de ##duction ##s and tax - free child ##care savings accounts .'
PRED SEQ:	 b'income taxes will be simplified from 7 brackets to 3 , and middle class americans will get a major tax cut including child ##care de ##duction ##s and tax - free child ##care savings accounts .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.010450524, 2.6283695e-05, 0.016354024, 3.789532e-05, 0.040796258, 4.8614215e-06, 0.00021046985, 0.00010400821, 9.888011e-06, 0.00019778946, 1.6292925e-06, 1.9255278e-05, 0.09807239, 0.1327007, 0.11149028, 0.02213081, 0.000646608, 4.0621526e-05, 0.23090783, 2.5906415e-05, 0.0029239485, 0.001546817, 0.0009331898, 0.00062844076, 5.512627e-05, 8.046018e-05, 4.1722633e-05, 3.7049893e-05, 0.0979328, 0.16709122, 0.22982085, 0.0026452532, 0.0012186203, 0.0077197105, 0.00012788863, 4.5806505e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'my trade reforms will raise wages , grow jobs and add trillion ##s in new wealth into our country .'
GOLD SEQ: 	 b'my trade reforms will raise wages , grow jobs and add trillion ##s in new wealth into our country .'
PRED SEQ:	 b'my trade reforms will raise wages , grow jobs and add trillion ##s in new wealth into country .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0028143597, 2.7460586e-05, 0.057494313, 0.059945222, 5.4788754e-05, 8.216224e-06, 2.375586e-06, 2.5586754e-05, 1.3663517e-05, 8.610821e-06, 7.94909e-06, 3.3457804e-05, 5.6500303e-05, 2.9959265e-06, 2.5533473e-05, 0.0012729034, 3.038743e-05, 0.75755227, 0.0007735201, 4.9786477e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'i knew these false attacks would come .'
GOLD SEQ: 	 b'i knew these false attacks would come .'
PRED SEQ:	 b'i knew these attacks would come .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.00918488, 0.16324826, 0.008339334, 0.8374359, 0.0012471802, 0.00023671852, 0.00021825329, 2.896818e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'this includes incredible americans like 21 - year - old sarah root .'
GOLD SEQ: 	 b'this includes incredible americans like 21 - year - old sarah root .'
PRED SEQ:	 b'this includes americans like 21 - year - old sarah root .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [1.001888e-06, 2.536389e-06, 0.99993, 6.262555e-06, 5.0015856e-06, 7.6495036e-07, 8.437572e-07, 7.597506e-07, 8.191878e-07, 1.2156427e-06, 7.043156e-07, 6.362179e-07, 6.206117e-07]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'the support networks for radical islam in this country will be stripped out and removed , one - by - one , vicious ##ly if necessary - - vicious ##ly if necessary .'
GOLD SEQ: 	 b'the support networks for radical islam in this country will be stripped out and removed , one - by - one , vicious ##ly if necessary - - vicious ##ly if necessary .'
PRED SEQ:	 b'the support networks for radical islam in this country will be stripped out and removed , one - by - one , if necessary - - - vicious ##ly if necessary .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [9.4369156e-05, 5.3094186e-06, 3.7564619e-06, 8.8597035e-06, 0.20752165, 0.029690895, 1.0498159e-05, 0.0009970246, 0.0011241128, 0.0020482934, 2.417769e-06, 8.6549735e-06, 1.4660386e-06, 1.361028e-06, 9.140214e-06, 1.1948356e-06, 2.5010006e-06, 2.1010333e-06, 4.3890495e-06, 2.1749977e-06, 4.007673e-06, 1.5623528e-06, 0.38811022, 0.4285508, 2.4059395e-06, 1.4726505e-05, 3.5717574e-05, 0.00047238028, 0.374654, 0.5014684, 1.3946416e-05, 2.504182e-05, 1.9493139e-06]
GOLD TOK: 	 []
PRED TOK: 	 [['-']]
################################################################################
IN SEQ: 	 b"it ' s an asset , it ' s an asset ."
GOLD SEQ: 	 b"it ' s an asset , it ' s an asset ."
PRED SEQ:	 b"it ' s an asset , it ' s an asset ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.34206325, 0.15829937, 0.06372848, 0.058066763, 0.08185104, 0.0011386523, 0.07770848, 0.014833801, 0.01847397, 0.013328238, 0.026258226, 0.005046331]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"[ applause ] other people ' s lives have been ruined , destroyed , for doing a tiny fraction of what she did ."
GOLD SEQ: 	 b"[ applause ] other people ' s lives have been ruined , destroyed , for doing a tiny fraction of what she did ."
PRED SEQ:	 b"[ applause ] other people ' s lives have been ruined , destroyed , for doing a fraction of what she did ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.052744005, 0.2709901, 0.0466978, 0.0076787616, 0.00021347111, 4.3943896e-06, 6.9904586e-06, 2.3247658e-05, 0.00018900979, 3.5734236e-05, 0.01797113, 8.369895e-06, 0.0047242353, 5.0234707e-06, 0.0040375288, 0.0054337163, 9.019898e-05, 0.5812628, 0.00040249902, 5.366894e-06, 2.4494168e-05, 0.15708475, 0.0055337814, 1.4276365e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"we ' ve outlined a detailed plan on trade , on immigration , on rebuilding the military , on changing our foreign policy ."
GOLD SEQ: 	 b"we ' ve outlined a detailed plan on trade , on immigration , on rebuilding the military , on changing our foreign policy ."
PRED SEQ:	 b"we ' ve outlined a detailed plan on trade , on immigration , on rebuilding the military , on changing foreign policy ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.00026586422, 2.9255743e-05, 4.0448238e-05, 8.80891e-06, 5.5766527e-06, 0.00013091003, 5.493291e-06, 1.8827134e-06, 4.315716e-06, 1.0873315e-06, 6.2938025e-06, 2.3924375e-05, 1.135387e-06, 1.0966691e-05, 0.0047938675, 4.927262e-06, 2.897821e-05, 1.2799497e-06, 1.5593636e-05, 0.00011643547, 0.9894701, 4.5017664e-06, 3.820737e-06, 1.9271567e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'if we unlock the potential of this country and its incredible people , no dream is outside of our reach .'
GOLD SEQ: 	 b'if we unlock the potential of this country and its incredible people , no dream is outside of our reach .'
PRED SEQ:	 b'if we unlock the potential of this country and its people , no dream is outside of our reach .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0011903408, 0.04153345, 0.003534984, 4.180065e-06, 8.878563e-05, 1.9216895e-06, 8.700759e-05, 0.00018200665, 5.616608e-06, 0.0002536657, 0.90489304, 0.00049878185, 3.6323986e-06, 0.0014644584, 0.00059956807, 0.0014220217, 2.1793456e-05, 2.168724e-06, 0.00029259437, 1.07790975e-05, 2.268803e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'i said that in scotland and in the u . k . , that was going to happen .'
GOLD SEQ: 	 b'i said that in scotland and in the u . k . , that was going to happen .'
PRED SEQ:	 b'i said that in scotland and in the u . k . , that was going to happen .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.2028534, 0.508016, 0.00066926336, 0.0003009748, 0.2779984, 0.00022021944, 0.00019871023, 0.00014892267, 0.0015968203, 0.00024022404, 0.00066600944, 0.000116553776, 3.280018e-05, 0.010472471, 0.0017060366, 0.0036402128, 0.00024631058, 0.057464592, 0.00023476328]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'together , these steps will ensure that every american struggling with addiction has access to the care and the help that he or she needs .'
GOLD SEQ: 	 b'together , these steps will ensure that every american struggling with addiction has access to the care and the help that he or she needs .'
PRED SEQ:	 b'together , these steps will ensure that every american with addiction has access to the care and the help that he or she needs .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.010965481, 1.403256e-05, 0.00092203694, 0.0014026217, 0.21993102, 0.0036043804, 1.2216444e-05, 0.03126491, 0.02787831, 0.29253912, 0.00066595804, 0.02118656, 0.0062540183, 0.00014414436, 4.823903e-06, 0.00042974474, 0.00062980066, 1.6614275e-05, 0.00014804838, 0.0014898401, 0.00024146728, 0.21532072, 0.0015526415, 0.049976043, 0.010131931, 1.0934211e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"[ applause ] we ' re going to have the biggest tax cut since ronald reagan ."
GOLD SEQ: 	 b"[ applause ] we ' re going to have the biggest tax cut since ronald reagan ."
PRED SEQ:	 b"[ film performance ] we ' re going to have the biggest tax cut since ronald reagan ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.25020227, 0.6984954, 0.23286448, 0.045081656, 0.0003443174, 0.0015370271, 0.00371804, 9.814236e-05, 0.00031837932, 0.00020500532, 0.01893285, 0.00026685954, 0.00070638943, 0.054415517, 0.004906791, 0.00024556235, 0.00017850449]
GOLD TOK: 	 []
PRED TOK: 	 [['film', 'performance']]
################################################################################
IN SEQ: 	 b'we have no choice .'
GOLD SEQ: 	 b'we have no choice .'
PRED SEQ:	 b'we have no choice .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.7021175, 0.24312542, 0.0208011, 0.032187402, 0.0015056324]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'we have nearly an $ 800 billion dollar annual trade deficit in goods with the world , and the worst so - called recovery since the great depression .'
GOLD SEQ: 	 b'we have nearly an $ 800 billion dollar annual trade deficit in goods with the world , and the worst so - called recovery since the great depression .'
PRED SEQ:	 b'we have nearly an $ 800 billion dollar annual trade deficit in goods with the world , and the the great depression .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0024873188, 0.00055999355, 5.726768e-06, 6.717181e-06, 5.8954342e-06, 4.4607104e-06, 2.3668392e-06, 3.422968e-06, 2.7414833e-06, 2.2122595e-06, 5.200463e-06, 1.5669099e-06, 9.9265235e-06, 8.394252e-06, 2.1985738e-06, 2.8718943e-05, 1.1390723e-06, 3.4872777e-05, 9.3550414e-05, 0.84032184, 0.32242927, 0.5263421, 0.22881949, 5.6291796e-05, 1.4471273e-05, 2.6285609e-06, 4.5190714e-06, 2.0534262e-06, 2.732035e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"he doesn ' t respect our president ."
GOLD SEQ: 	 b"he doesn ' t respect our president ."
PRED SEQ:	 b"he doesn ' t respect the u . s ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.04613043, 0.05889321, 0.0012092906, 0.0031477294, 0.026415033, 0.6992041, 0.035612773, 0.00052785565]
GOLD TOK: 	 []
PRED TOK: 	 [['the', 'u'], ['s', '.']]
################################################################################
IN SEQ: 	 b'the people opposing our campaign are the same people who have left our border open and let innocent people suffer as a result .'
GOLD SEQ: 	 b'the people opposing our campaign are the same people who have left our border open and let innocent people suffer as a result .'
PRED SEQ:	 b'the people opposing the campaign are the same people who have left our border open and let innocent people suffer as a result .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [9.0768546e-05, 1.6673095e-05, 1.6216847e-05, 0.59005636, 5.35294e-05, 0.00024245722, 6.2152003e-06, 2.5266998e-05, 1.906892e-05, 1.8876015e-05, 0.0001144132, 1.02886015e-05, 0.0673968, 1.31396955e-05, 1.3254588e-05, 7.0284877e-06, 4.647227e-05, 0.18018052, 8.417356e-05, 0.0005410908, 2.9263529e-06, 1.8016057e-06, 8.748564e-06, 3.1340792e-06]
GOLD TOK: 	 []
PRED TOK: 	 [['the']]
################################################################################
IN SEQ: 	 b'national security is also immigration security and hillary wants neither .'
GOLD SEQ: 	 b'national security is also immigration security and hillary wants neither .'
PRED SEQ:	 b'national security is also immigration security and hillary wants neither .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.015889827, 0.013240141, 0.0039314413, 0.03953139, 0.016634999, 0.039700758, 0.004048314, 0.03695701, 0.4116891, 0.0728463, 0.00016509756]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'a state like ohio will benefit greatly from these new funds .'
GOLD SEQ: 	 b'a state like ohio will benefit greatly from these new funds .'
PRED SEQ:	 b'a state like ohio will benefit from these new funds .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.01199429, 0.008828879, 0.04582268, 0.0019013416, 0.18301763, 0.017066486, 0.6532977, 5.5285345e-06, 0.00055719505, 0.0013696725, 0.00032543147, 3.824804e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'and then we get them out .'
GOLD SEQ: 	 b'and then we get them out .'
PRED SEQ:	 b'and then humans get them out .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.114290185, 0.006442826, 0.48523834, 0.1357493, 0.1874305, 0.24887922, 0.0024553647]
GOLD TOK: 	 []
PRED TOK: 	 [['humans']]
################################################################################
IN SEQ: 	 b'deals are made when parties come together , they come to a table and they negotiate .'
GOLD SEQ: 	 b'deals are made when parties come together , they come to a table and they negotiate .'
PRED SEQ:	 b'deals are made when parties come together , they come to a table and they negotiate .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.118885756, 0.1260409, 0.32525414, 0.00015428114, 0.022442846, 0.0044025574, 0.0008014697, 3.0368801e-05, 0.10793725, 0.023175552, 0.0001511768, 0.00095564366, 0.0010657148, 0.00011649967, 0.08731511, 0.022665655, 7.643303e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'both of these programs have been reckless ##ly gut ##ted by this administration .'
GOLD SEQ: 	 b'both of these programs have been reckless ##ly gut ##ted by this administration .'
PRED SEQ:	 b'both of these programs have been gut ##ted by this administration .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
