################################################################################
IN SEQ: 	 b'to make life safe in america , we must also address the growing threats we face from outside the country : we are going to defeat the barbarians of isis , and we are going to defeat them fast .'
IN SEQ: 	 b'you watch .'
GOLD SEQ: 	 b'you watch .'
PRED SEQ:	 b'you watch .'
GOLD DIST: 	 [0.0, 0.0, 0.0]
PRED DIST: 	 [0.13512185, 0.19967265, 0.20823424]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'[ applause ] the deadline for voter register who is not registered ?'
GOLD SEQ: 	 b'[ applause ] the deadline for voter register who is not registered ?'
PRED SEQ:	 b'[ mis ##d ] the deadline for voter register who is not registered ?'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.2950648, 0.1837076, 0.320957, 0.00050289184, 0.26966175, 0.19106439, 0.06894277, 0.21320206, 0.30630404, 0.14995077, 0.2144936, 0.12067282, 0.37638742]
GOLD TOK: 	 []
PRED TOK: 	 [['mis', '##d']]
################################################################################
IN SEQ: 	 b"you ' re going to be so proud ."
GOLD SEQ: 	 b"you ' re going to be so proud ."
PRED SEQ:	 b"you ' re going to be so proud ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.6081894, 0.31828308, 0.5088132, 0.5143974, 0.44834808, 0.5445097, 0.45252174, 0.5199667, 0.7015396]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"they ' re going to be gone ."
GOLD SEQ: 	 b"they ' re going to be gone ."
PRED SEQ:	 b"the book ' re going to be gone ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.69579697, 0.7186536, 0.8916111, 0.8084935, 0.8094878, 1.0060925, 0.6203518, 0.8671273]
GOLD TOK: 	 []
PRED TOK: 	 [['the', 'book']]
################################################################################
IN SEQ: 	 b'vocational training is a great thing .'
GOLD SEQ: 	 b'vocational training is a great thing .'
PRED SEQ:	 b'vocational training is a popular thing .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.46585006, 0.3771505, 0.36165512, 0.37025547, 0.15929511, 0.58879113, 0.7986543]
GOLD TOK: 	 []
PRED TOK: 	 [['popular']]
################################################################################
IN SEQ: 	 b"this state has lost nearly half of its manufacturing jobs since bill and hillary ' s na ##ft ##a , dec ##imating the african - american middle class ."
GOLD SEQ: 	 b"this state has lost nearly half of its manufacturing jobs since bill and hillary ' s na ##ft ##a , dec ##imating the african - american middle class ."
PRED SEQ:	 b"this state has lost nearly half of its manufacturing jobs since bill and hillary ' s na ##ft ##a , dec ##imating the african - american middle class ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.3659376, 0.1531572, 0.15345564, 0.476888, 0.514252, 0.52017146, 0.68079907, 0.23542933, 0.36961746, 0.41040593, 0.056325227, -0.1205034, 0.11775026, -0.06727245, -0.051912617, -0.014251085, -0.15380804, 0.31972423, 0.021548513, 0.33171105, 0.24552551, 0.332352, 0.15221018, 0.038998887, 0.1353188, 0.142093, 0.17903678, 0.2165583, 0.72663915]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'income taxes will be simplified from 7 brackets to 3 , and middle class americans will get a major tax cut including child ##care de ##duction ##s and tax - free child ##care savings accounts .'
GOLD SEQ: 	 b'income taxes will be simplified from 7 brackets to 3 , and middle class americans will get a major tax cut including child ##care de ##duction ##s and tax - free child ##care savings accounts .'
PRED SEQ:	 b'income taxes will be simplified from 7 brackets to 3 , and middle class americans will get a major tax cut including child ##care de ##duction ##s and child ##care savings accounts .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.5143194, 0.28557128, 0.4503522, 0.43456033, 0.13213986, 0.2940362, 0.22451255, 0.1280163, 0.35896093, 0.10937783, -0.16066678, 0.200115, -0.2057489, 0.11109644, 0.22204389, 0.43789443, 0.3410579, 0.41905692, 0.20688888, 0.25059944, 0.19911347, 0.24814259, 0.16356896, 0.44907698, 0.021804035, 0.12437621, 0.45580018, 0.17355159, -0.07134654, 0.26698202, -0.04444757, 0.23326111, 0.49253467, 0.20193419, 0.45186585, 0.7848275]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'my trade reforms will raise wages , grow jobs and add trillion ##s in new wealth into our country .'
GOLD SEQ: 	 b'my trade reforms will raise wages , grow jobs and add trillion ##s in new wealth into our country .'
PRED SEQ:	 b'my trade reforms will raise wages , grow jobs and add trillion ##s in new wealth into the country .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.78208745, 0.22735167, 0.19569297, 0.3616878, 0.4177125, 0.5143515, 0.2851774, 0.35993868, 0.48654944, 0.46418893, 0.22588412, 0.46090192, 0.65882957, 0.5669442, 0.3084693, 0.56540483, 0.5987224, 0.3663222, 0.2947929, 0.99763733]
GOLD TOK: 	 []
PRED TOK: 	 [['the']]
################################################################################
IN SEQ: 	 b'i knew these false attacks would come .'
GOLD SEQ: 	 b'i knew these false attacks would come .'
PRED SEQ:	 b'i knew these attacks would come .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.8733263, 0.62769777, 0.42823538, 0.38863245, 0.7048392, 0.61738884, 0.5953788, 0.80813843]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'this includes incredible americans like 21 - year - old sarah root .'
GOLD SEQ: 	 b'this includes incredible americans like 21 - year - old sarah root .'
PRED SEQ:	 b'this includes americans like 21 - year - old sarah root .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.63966185, 0.70663154, 0.56187534, 0.7757412, 0.47941342, 0.44040614, 0.8429335, 0.59814805, 0.8253858, 0.69642496, 0.51501846, 0.77972466, 0.8369633]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'the support networks for radical islam in this country will be stripped out and removed , one - by - one , vicious ##ly if necessary - - vicious ##ly if necessary .'
GOLD SEQ: 	 b'the support networks for radical islam in this country will be stripped out and removed , one - by - one , vicious ##ly if necessary - - vicious ##ly if necessary .'
PRED SEQ:	 b'the support networks for radical islam in this country will be stripped out and removed , one - by - one , vicious ##ly if necessary - - neutral ##ly if necessary .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.6553405, 0.37479854, 0.5793078, 0.4518593, 0.2795515, 0.40559316, 0.46720883, 0.32989168, 0.29487044, 0.6339475, 0.6478133, 0.62156117, 0.5877718, 0.81913173, 0.5389726, 0.60528713, 0.3752966, 0.35333875, 0.85272694, 0.3968241, 0.5563359, 0.49364173, 0.24570274, 0.39655393, 0.4663081, 0.32243806, 0.30258504, 0.40712166, 0.15296286, 0.35127777, 0.47330022, 0.47186574, 1.0068853]
GOLD TOK: 	 []
PRED TOK: 	 [['neutral']]
################################################################################
IN SEQ: 	 b"it ' s an asset , it ' s an asset ."
GOLD SEQ: 	 b"it ' s an asset , it ' s an asset ."
PRED SEQ:	 b"the book ' s an asset , it ' s an asset ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.38247615, 0.3239934, 0.43907568, 0.34605318, 0.29367545, 0.35215408, 0.33278894, 0.31731868, 0.43003148, 0.3318199, 0.39653376, 0.5545597]
GOLD TOK: 	 []
PRED TOK: 	 [['the', 'book']]
################################################################################
IN SEQ: 	 b"[ applause ] other people ' s lives have been ruined , destroyed , for doing a tiny fraction of what she did ."
GOLD SEQ: 	 b"[ applause ] other people ' s lives have been ruined , destroyed , for doing a tiny fraction of what she did ."
PRED SEQ:	 b"[ applause ] other people ' s lives have been ruined , destroyed , for doing a fraction of what she did ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.24882886, -0.087517895, 0.16853897, 0.15454501, 0.4117, 0.26983178, 0.32977366, 0.19911769, 0.12870988, 0.3076089, 0.09617104, 0.32477856, 0.136588, -0.51986766, 0.2925932, 0.10366949, 0.09443861, 0.08093985, 0.23843408, 0.1735135, 0.022802025, 0.17647555, -0.04584834, 0.30673635]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"we ' ve outlined a detailed plan on trade , on immigration , on rebuilding the military , on changing our foreign policy ."
GOLD SEQ: 	 b"we ' ve outlined a detailed plan on trade , on immigration , on rebuilding the military , on changing our foreign policy ."
PRED SEQ:	 b"we ' ve outlined a detailed plan on trade , on immigration , on the military , on changing the military policy ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.47608706, 0.19063376, 0.31123698, 0.24384987, 0.4577035, 0.27617124, 0.5734406, 0.49908525, 0.3929003, 0.25929552, 0.49719697, 0.40076196, 0.17165965, 0.48206067, 0.32360458, 0.27803814, 0.41513056, 0.26760292, 0.5692336, 0.50956714, 0.537141, 0.52221817, 0.57392883, 0.7730837]
GOLD TOK: 	 []
PRED TOK: 	 [['the', 'military']]
################################################################################
IN SEQ: 	 b'if we unlock the potential of this country and its incredible people , no dream is outside of our reach .'
GOLD SEQ: 	 b'if we unlock the potential of this country and its incredible people , no dream is outside of our reach .'
PRED SEQ:	 b'if we unlock the potential of this country and its people , no dream is outside of our reach .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.15173855, 0.13095309, 0.17727728, 0.1139025, 0.2364366, 0.4032434, -0.01575169, -0.12322992, -0.06517431, -0.17550099, 0.055606306, 0.2711841, 0.17466179, 0.22336994, 0.11291929, 0.11380791, 0.14527673, 0.35123417, -0.018887036, 0.45827317, 0.4242258]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'i said that in scotland and in the u . k . , that was going to happen .'
GOLD SEQ: 	 b'i said that in scotland and in the u . k . , that was going to happen .'
PRED SEQ:	 b'i claimed that in scotland and in the u . k . , that was going to happen .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.249277, 0.14899004, 0.12492726, -0.062249407, 0.0497791, -0.051086105, -0.09098008, -0.0022802725, 0.0662044, 0.4551949, 0.24641627, 0.17293093, 0.021948548, 0.28261822, 0.17110407, 0.27868795, 0.23114306, 0.19764909, 0.6469]
GOLD TOK: 	 []
PRED TOK: 	 [['claimed']]
################################################################################
IN SEQ: 	 b'together , these steps will ensure that every american struggling with addiction has access to the care and the help that he or she needs .'
GOLD SEQ: 	 b'together , these steps will ensure that every american struggling with addiction has access to the care and the help that he or she needs .'
PRED SEQ:	 b'together , these steps may ensure that every american struggling with addiction has access to the care and the help that he or she needs .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.34204537, 0.11720037, -0.3073307, -0.07861915, -0.027146205, 0.061613478, 0.45714027, 0.5733896, 0.59146976, 0.68588656, 0.68425924, 0.48054346, 0.15917426, 0.2517903, 0.19624817, 0.006475687, 0.15179586, 0.086729705, 0.056482255, 0.30860442, 0.40392733, 0.26085383, 0.8984864, 0.24153784, 0.37775952, 0.66934043]
GOLD TOK: 	 []
PRED TOK: 	 [['may']]
################################################################################
IN SEQ: 	 b"[ applause ] we ' re going to have the biggest tax cut since ronald reagan ."
GOLD SEQ: 	 b"[ applause ] we ' re going to have the biggest tax cut since ronald reagan ."
PRED SEQ:	 b"[ british , and british , and the time , we ' re going to have the biggest tax cut since ronald reagan ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.05472873, -0.08138729, 0.1810154, 0.010683246, -0.32359725, 0.4729106, 0.35929805, 0.1388402, 0.04597107, -0.11954096, 0.12869422, -0.2958839, -0.028627245, 0.03781467, -0.09175618, 0.061573274, 0.38244247]
GOLD TOK: 	 []
PRED TOK: 	 [['british', ',', 'and', 'british', ',', 'and', 'the', 'time', ',']]
################################################################################
IN SEQ: 	 b'we have no choice .'
GOLD SEQ: 	 b'we have no choice .'
PRED SEQ:	 b'we have no choice .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.2683314, 0.26421055, 0.14274533, 0.34534216, 0.3047795]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'we have nearly an $ 800 billion dollar annual trade deficit in goods with the world , and the worst so - called recovery since the great depression .'
GOLD SEQ: 	 b'we have nearly an $ 800 billion dollar annual trade deficit in goods with the world , and the worst so - called recovery since the great depression .'
PRED SEQ:	 b'we have nearly an $ 800 billion dollar annual trade deficit in goods with the world , and the worst recovery since the great depression .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.48634607, 0.5052255, 0.47554952, 0.5633502, 0.5655649, 0.71297765, 0.5345191, 0.55600595, 0.49084, 0.4419543, 0.58320373, 0.4522618, 0.57739866, 0.5503185, 0.25112802, 0.4873268, 0.5519991, 0.33799747, 0.29381776, 0.3306851, 0.43375933, 0.52554464, 0.31766135, 0.40919065, 0.26898754, 0.20407794, 0.43549076, 0.55885845, 0.6355276]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"he doesn ' t respect our president ."
GOLD SEQ: 	 b"he doesn ' t respect our president ."
PRED SEQ:	 b"he doesn ' t respect the president ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.97827226, 0.9166225, 0.8876098, 1.0065074, 0.6891267, 0.7320883, 0.8464955, 0.9544047]
GOLD TOK: 	 []
PRED TOK: 	 [['the']]
################################################################################
IN SEQ: 	 b'the people opposing our campaign are the same people who have left our border open and let innocent people suffer as a result .'
GOLD SEQ: 	 b'the people opposing our campaign are the same people who have left our border open and let innocent people suffer as a result .'
PRED SEQ:	 b'the people opposing our campaign are the same people who have left our border open and let innocent people suffer as a result .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.82868314, 0.6508549, 0.37235987, 0.24434106, 0.34751886, 0.4787317, 0.10138504, 0.2767607, 0.35225534, 0.4163491, 0.38529086, 0.12973177, 0.04431817, 0.23382732, 0.10437563, 0.23078886, 0.17071457, 0.26096016, 0.4464588, 0.44044682, 0.5466363, 0.8201592, 0.67956644, 1.012583]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'national security is also immigration security and hillary wants neither .'
GOLD SEQ: 	 b'national security is also immigration security and hillary wants neither .'
PRED SEQ:	 b'national security is also immigration security and the person wants neither .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.5358306, 0.37423944, 0.32752556, 0.21922328, 0.40455693, 0.3277164, 0.37507403, 0.45565397, 0.13583927, 0.5699598, 0.8444846]
GOLD TOK: 	 []
PRED TOK: 	 [['the', 'person']]
################################################################################
IN SEQ: 	 b'a state like ohio will benefit greatly from these new funds .'
GOLD SEQ: 	 b'a state like ohio will benefit greatly from these new funds .'
PRED SEQ:	 b'a state like ohio will benefit from these new funds .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.9361602, 0.30030084, 0.33463645, 0.22962458, 0.2811846, 0.25387478, 0.36086893, 0.3924815, 0.15954028, 0.24930218, 0.5655891, 0.9513228]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'and then we get them out .'
GOLD SEQ: 	 b'and then we get them out .'
PRED SEQ:	 b'and then we get them out .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.35684556, 0.38069087, 0.18036947, 0.39596242, 0.5220212, 0.7082653, 0.6419403]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'deals are made when parties come together , they come to a table and they negotiate .'
GOLD SEQ: 	 b'deals are made when parties come together , they come to a table and they negotiate .'
PRED SEQ:	 b'deals are made when parties come together , they come to a table and they negotiate .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.44094473, 0.28518337, 0.31560883, 0.15543067, 0.22737254, 0.058295757, 0.27415508, -0.01557529, 0.09522939, 0.1810485, 0.46816286, 0.344046, 0.32644513, 0.218326, 0.14239672, 0.2548514, 0.6209067]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'both of these programs have been reckless ##ly gut ##ted by this administration .'
GOLD SEQ: 	 b'both of these programs have been reckless ##ly gut ##ted by this administration .'
PRED SEQ:	 b'both of these programs have been gut ##ted by this administration .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.14417732, 0.2733463, -0.08163233, -0.028104633, 0.06893883, 0.016377032, -0.026170254, 0.11322211, -0.04936853, 0.04936196, 0.03398682, -0.11716968, -0.12753025, 0.29685965]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"katy , here ' s the problem , very simple ."
GOLD SEQ: 	 b"katy , here ' s the problem , very simple ."
PRED SEQ:	 b"katy , here ' s the problem , simple ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.08371232, 0.17189915, 0.2092677, -0.21572536, 0.2808655, 0.10960463, 0.17128068, 0.16163357, 0.08316827, 0.13803859, 0.35652062]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'they det ##ach .'
GOLD SEQ: 	 b'they det ##ach .'
PRED SEQ:	 b'they say .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.27948454, 0.25431916, 0.3940546, 0.4602967]
GOLD TOK: 	 []
PRED TOK: 	 [['say']]
################################################################################
IN SEQ: 	 b'prosperity ##real prosperity is disappearing .'
GOLD SEQ: 	 b'prosperity ##real prosperity is disappearing .'
PRED SEQ:	 b'prosperity ##real prosperity is disappearing .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.3289612, 0.1931671, 0.19859979, 0.2740244, 0.27623832, 0.3876085]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'children slaughtered , girls sold into slavery , men and women burned alive , cr ##uc ##if ##ix ##ions , be ##head ##ings , and drowning ##s , ethnic minorities targeted for mass execution .'
GOLD SEQ: 	 b'children slaughtered , girls sold into slavery , men and women burned alive , cr ##uc ##if ##ix ##ions , be ##head ##ings , and drowning ##s , ethnic minorities targeted for mass execution .'
PRED SEQ:	 b'children killed , girls sold into slavery , men and women burned alive , cr ##uc ##if ##ix ##ions , be ##head ##ings , and drowning ##s , ethnic minorities targeted for mass execution .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.64530885, 0.45104766, 0.62734866, 0.5496156, 0.2717703, 0.7002646, 0.37471008, 0.45744875, 0.55791926, 0.69574517, 0.42067975, 0.4435629, 0.6342312, 0.41306907, 0.18291599, 0.5255364, 0.6624355, 0.7291471, 0.8936825, 0.401425, 0.5166077, 0.6507273, 0.7413532, -0.06579383, 0.2492873, 0.56927806, 0.7697753, 0.48129568, 0.2857649, 0.4217244, 0.2989601, 0.57160205, 0.37958673, 0.6432605, 0.82314956]
GOLD TOK: 	 []
PRED TOK: 	 [['killed']]
################################################################################
IN SEQ: 	 b"you know , i go home to my wife , i say how ' s it going ?"
GOLD SEQ: 	 b"you know , i go home to my wife , i say how ' s it going ?"
PRED SEQ:	 b"you believe , i go home to my wife , i say how ' s it going ?"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.2141071, 0.19543141, 0.11123186, 0.18417458, 0.10198632, 0.21220513, 0.14674707, 0.0725808, 0.34779885, 0.18952818, 0.29695636, 0.10826189, 0.3398948, 0.2305668, 0.22917727, 0.0972106, 0.035249032, 0.27426717]
GOLD TOK: 	 []
PRED TOK: 	 [['believe']]
################################################################################
IN SEQ: 	 b'but in business , they call them a soft touch .'
GOLD SEQ: 	 b'but in business , they call them a soft touch .'
PRED SEQ:	 b'but in business , they call them a soft touch .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.030209906, 0.13713858, -0.04298722, 0.2596351, 0.23889385, 0.1312969, 0.11316984, 0.046540614, 0.04757233, 0.32443398, 0.37586105]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'we will also lower taxes on american business , from 35 % to 15 % , and we will have the largest regulatory reform in american history .'
GOLD SEQ: 	 b'we will also lower taxes on american business , from 35 % to 15 % , and we will have the largest regulatory reform in american history .'
PRED SEQ:	 b'we will also lower taxes on american business , from 35 % to 15 % , and the states will have the largest regulatory reform in american history .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.6360443, 0.30558276, 0.12367831, -0.015553579, 0.061385795, 0.29175025, 0.09746718, -0.052965052, 0.1015093, 0.05128219, -0.052771717, 0.18504941, 0.21171997, 0.14752778, 0.082296185, -0.27467582, 0.21808282, -0.05799793, 0.40655363, 0.19651416, -0.07175244, 0.052089885, -0.08640439, -0.08125529, 0.029504238, 0.14496744, -0.17100455, 0.7655262]
GOLD TOK: 	 []
PRED TOK: 	 [['the', 'states']]
################################################################################
IN SEQ: 	 b'am i supposed to dislike them ?'
GOLD SEQ: 	 b'am i supposed to dislike them ?'
PRED SEQ:	 b'am i said to dislike them ?'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.29283342, 0.45572177, 0.44494814, 0.5580656, 0.29608002, 0.5123811, 0.49120554]
GOLD TOK: 	 []
PRED TOK: 	 [['said']]
################################################################################
IN SEQ: 	 b"over the years , i ' ve watched ."
GOLD SEQ: 	 b"over the years , i ' ve watched ."
PRED SEQ:	 b"over the years , i ' ve watched a time ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.063166805, -0.18231802, 0.06848196, -0.0058093965, 0.050362445, -0.24111886, 0.22741555, 0.116785236, 0.36460435]
GOLD TOK: 	 []
PRED TOK: 	 [['a', 'time']]
################################################################################
IN SEQ: 	 b"whether it ' s dangerous materials being smug ##gled across the border , terrorists entering on visas or americans losing their jobs to foreign workers , these are the problems we must now focus on fixing ."
GOLD SEQ: 	 b"whether it ' s dangerous materials being smug ##gled across the border , terrorists entering on visas or americans losing their jobs to foreign workers , these are the problems we must now focus on fixing ."
PRED SEQ:	 b"whether it ' s dangerous materials being smug ##gled across the border , fighters entering on visas or americans losing their jobs to foreign workers , these are the problems we must now focus on fixing ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
