################################################################################
IN SEQ: 	 b'to make life safe in america , we must also address the growing threats we face from outside the country : we are going to defeat the of isis , and we are going to defeat them fast .'
PRED SEQ:	 b"the democratic party has taken the votes of african americans for granted , and they ' ve done nothing in return ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.01220681, 0.0035725473, 0.0004721824, 0.09482707, 0.026404575, 0.0005287575, 0.0005718495, 9.138909e-05, 0.03839122, 0.005279508, 0.017269203, 0.14239037, 1.4092722e-05, 0.0028536955, 0.12684341, 0.012160537, 0.011005404, 0.048848208, 0.022400146, 5.5197233e-05, 0.0013150803, 2.6807678e-05]
GOLD TOK: 	 [['totally']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'he said one thing about me .'
GOLD SEQ: 	 b'he said one nice thing about me .'
PRED SEQ:	 b'he said one thing about me .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.23881173, 0.22270799, 0.21148376, 0.3069009, 0.0145088555, 0.14045265, 0.023717394]
GOLD TOK: 	 [['nice']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'one order after another .'
GOLD SEQ: 	 b'one law ##less order after another .'
PRED SEQ:	 b'one order after another .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.60138667, 0.02633906, 0.0030354015, 0.18353526, 0.0037137647]
GOLD TOK: 	 [['law', '##less']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"but this counter ##pro ##gram ##ming the democratic convention is different than what we ' ve seen in previous campaigns ."
GOLD SEQ: 	 b"but this aggressive counter ##pro ##gram ##ming the democratic convention is different than what we ' ve seen in previous campaigns ."
PRED SEQ:	 b"but this counter ##pro ##gram ##ming the democratic convention is different than what we ' ve seen in previous campaigns ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.16337767, 0.12877063, 0.23043306, 0.22804071, 0.32882512, 0.24505311, 0.0006101278, 0.00026175074, 8.362416e-05, 0.17845963, 0.028202802, 0.00032814065, 0.00084183173, 0.29606777, 4.190043e-05, 0.0001038447, 0.0004842004, 6.0623704e-05, 0.0026040014, 3.689458e-05, 4.4431952e-05]
GOLD TOK: 	 [['aggressive']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'islamic terrorism has spread within shores .'
GOLD SEQ: 	 b'islamic terrorism has spread within our shores .'
PRED SEQ:	 b'islamic law is spread within shores .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.033865947, 0.81211716, 0.026443277, 0.015013704, 0.010682736, 0.0037095216, 1.5696509e-05]
GOLD TOK: 	 [['our']]
PRED TOK: 	 [['law', 'is']]
################################################################################
IN SEQ: 	 b'this is not another 4 - year election .'
GOLD SEQ: 	 b'this is not simply another 4 - year election .'
PRED SEQ:	 b'this is not another 4 - year election .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.039952554, 0.017273478, 0.18848613, 0.351165, 0.25015235, 0.076415814, 0.14586265, 0.08231935, 0.0011479029]
GOLD TOK: 	 [['simply']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"you ' s claim to show ."
GOLD SEQ: 	 b'you watch .'
PRED SEQ:	 b"you ' s claim to show ."
GOLD DIST: 	 [0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]
PRED DIST: 	 [0.09053941, 0.03788311, 0.14498854, 0.50011396, 0.0018469486, 0.2820803, 0.0042996164]
GOLD TOK: 	 [['watch']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'[ [ commentary ] the deadline for voter register who is not registered ?'
GOLD SEQ: 	 b'[ applause ] the deadline for voter register who is not registered ?'
PRED SEQ:	 b'[ [ commentary ] the deadline for voter register who is not registered ?'
GOLD DIST: 	 [0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.18034792, 0.34687516, 0.6836789, 0.004628696, 0.0017766521, 0.014559313, 0.00026618992, 0.028287038, 0.013369834, 0.008891898, 0.012959048, 0.014500063, 0.023440778, 0.013067907]
GOLD TOK: 	 [['applause']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"you ' re going to be so proud ."
GOLD SEQ: 	 b"you ' re going to be so proud ."
PRED SEQ:	 b"you ' re going to be so proud ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.31566858, 0.02877636, 0.079421006, 0.11953193, 0.0015068809, 0.0069024973, 0.29499933, 0.28238073, 0.007308467]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"they ' re going to be ."
GOLD SEQ: 	 b"they ' re going to be gone ."
PRED SEQ:	 b"they ' re going to be ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.28697097, 0.080200784, 0.16005604, 0.1921681, 0.017691817, 0.1868265, 0.065285414]
GOLD TOK: 	 [['gone']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'vocational training is a thing .'
GOLD SEQ: 	 b'vocational training is a great thing .'
PRED SEQ:	 b'vocational training is a .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.009654551, 0.00037225548, 0.06770323, 0.006133402, 0.9474612, 0.00017622297]
GOLD TOK: 	 [['great']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"this state has lost nearly half of its manufacturing jobs since bill and hillary ' s na ##ft ##a , the african - american middle class ."
GOLD SEQ: 	 b"this state has lost nearly half of its manufacturing jobs since bill and hillary ' s na ##ft ##a , dec ##imating the african - american middle class ."
PRED SEQ:	 b"this state has lost nearly half of its manufacturing jobs since bill and hillary ' s na ##ft ##a , the african - american middle class ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.00069897005, 0.0011009538, 0.0014887523, 0.0020619652, 0.0007018335, 1.1784374e-05, 2.4353192e-06, 3.4633194e-05, 0.00020291632, 0.00012104144, 0.00231315, 0.0005437756, 8.096879e-05, 3.150233e-05, 4.284963e-05, 0.000260927, 0.05910606, 0.1982068, 0.19215877, 0.00044467527, 0.30518284, 0.045118988, 0.0052546924, 0.00860927, 0.08512156, 0.14133203, 7.146254e-06]
GOLD TOK: 	 [['dec', '##imating']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'income taxes will be simplified from 7 brackets to 3 , and middle class americans will get a major tax cut including child ##care de ##duction ##s and tax - free child ##care savings accounts .'
GOLD SEQ: 	 b'income taxes will be simplified from 7 brackets to 3 , and middle class americans will get a major tax cut including child ##care de ##duction ##s and tax - free child ##care savings accounts .'
PRED SEQ:	 b'income taxes will be simplified from 7 brackets to 3 , and middle class americans will get a major tax cut including child ##care de ##duction ##s and tax - free child ##care savings accounts .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.010450524, 2.6283695e-05, 0.0164555, 3.8143207e-05, 0.040796258, 4.8614215e-06, 0.00021046985, 0.00010400821, 9.888011e-06, 0.00019778946, 1.6292925e-06, 1.9255278e-05, 0.09807239, 0.1327007, 0.11093712, 0.022321211, 0.000646608, 4.0621526e-05, 0.23090783, 2.5906415e-05, 0.0029239485, 0.001546817, 0.0009331898, 0.00062844076, 5.512627e-05, 8.046018e-05, 4.1722633e-05, 3.7049893e-05, 0.0979328, 0.16709122, 0.22982085, 0.0026452532, 0.0012186203, 0.0077197105, 0.00012788863, 4.5806505e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'my trade reforms will raise wages , grow jobs and add trillion ##s in new wealth into country .'
GOLD SEQ: 	 b'my trade reforms will raise wages , grow jobs and add trillion ##s in new wealth into our country .'
PRED SEQ:	 b'my trade reforms will raise wages , grow jobs and add trillion ##s in new wealth into country .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.032710213, 0.00011614174, 0.44615492, 0.44313946, 0.00023037707, 2.4144549e-05, 4.520968e-06, 9.308821e-05, 5.480731e-05, 2.524626e-05, 5.4397315e-05, 0.0003910724, 0.0009028973, 6.250449e-06, 0.00018463151, 0.007347419, 0.0001295063, 0.016142001, 9.672934e-06]
GOLD TOK: 	 [['our']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'i knew these attacks would come .'
GOLD SEQ: 	 b'i knew these false attacks would come .'
PRED SEQ:	 b'i said these attacks would come .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.16634159, 0.926151, 0.0018298633, 0.0024385147, 0.0003152051, 0.00054860103, 5.4223914e-05]
GOLD TOK: 	 [['false']]
PRED TOK: 	 [['said']]
################################################################################
IN SEQ: 	 b'this includes americans like 21 - year - old sarah root .'
GOLD SEQ: 	 b'this includes incredible americans like 21 - year - old sarah root .'
PRED SEQ:	 b'this includes americans like 21 - year - old sarah root .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [5.016338e-05, 0.00031709555, 0.0040682326, 0.97167957, 6.7584515e-05, 0.00015606657, 2.953669e-05, 6.95357e-05, 0.00013167558, 6.5572867e-06, 2.5337224e-06, 2.540117e-06]
GOLD TOK: 	 [['incredible']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'the support networks for radical islam in this country will be stripped out and removed , one - by - one , if necessary - - - vicious ##ly if necessary .'
GOLD SEQ: 	 b'the support networks for radical islam in this country will be stripped out and removed , one - by - one , vicious ##ly if necessary - - vicious ##ly if necessary .'
PRED SEQ:	 b'the support networks for radical islam in this country will be stripped out and removed , one - by - one , if necessary - - - - if necessary .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [1.2925191e-06, 7.986651e-07, 7.376555e-07, 7.654115e-07, 0.001489977, 6.2010455e-05, 7.973713e-07, 3.0228175e-06, 3.684424e-06, 4.103072e-06, 6.076209e-07, 8.596107e-07, 6.138127e-07, 5.839751e-07, 8.9161796e-07, 5.7238515e-07, 7.4437895e-07, 7.2905743e-07, 9.124808e-07, 7.4999537e-07, 8.2657544e-07, 5.571165e-07, 6.253247e-07, 7.7701725e-07, 1.2754474e-06, 3.2953387e-06, 5.6506986e-05, 0.99873716, 0.998536, 1.2336352e-06, 7.9979617e-07, 6.1364466e-07]
GOLD TOK: 	 [['vicious', '##ly']]
PRED TOK: 	 [['-']]
################################################################################
IN SEQ: 	 b"it ' s an asset , it ' s an asset ."
GOLD SEQ: 	 b"it ' s an asset , it ' s an asset ."
PRED SEQ:	 b"it ' s an asset , it ' s an asset ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.34206325, 0.15829937, 0.06372848, 0.058066763, 0.08149374, 0.0011386523, 0.07770848, 0.014833801, 0.01847397, 0.013328238, 0.026136702, 0.005046331]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"[ applause ] other people ' s lives have been ruined , destroyed , for doing a fraction of what she did ."
GOLD SEQ: 	 b"[ applause ] other people ' s lives have been ruined , destroyed , for doing a tiny fraction of what she did ."
PRED SEQ:	 b"[ film s other people ' s lives have been ruined , destroyed , for doing a fraction of what she did ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.12798484, 0.66357756, 0.13429517, 0.01643624, 0.00051632203, 6.0385896e-06, 1.01096075e-05, 4.1534626e-05, 0.0003426119, 7.135924e-05, 0.060035292, 1.1978788e-05, 0.010529663, 5.386276e-06, 0.0025293783, 0.0050894497, 3.7175287e-05, 0.00097487844, 5.418637e-06, 2.798344e-05, 0.20909086, 0.009538262, 2.1888412e-05]
GOLD TOK: 	 [['tiny']]
PRED TOK: 	 [['film', 's']]
################################################################################
IN SEQ: 	 b"we ' ve outlined a detailed plan on trade , on immigration , on rebuilding the military , on changing foreign policy ."
GOLD SEQ: 	 b"we ' ve outlined a detailed plan on trade , on immigration , on rebuilding the military , on changing our foreign policy ."
PRED SEQ:	 b"we ' ve outlined a detailed plan on trade , on immigration , on the military , on changing foreign policy ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.086984135, 0.030406663, 0.019029444, 0.0009941487, 0.00094043027, 0.039988086, 0.00031556713, 1.8689583e-05, 0.0001860694, 3.8799385e-06, 0.00028768036, 0.0047013345, 4.1331e-06, 0.0011497566, 0.57914174, 0.00085673534, 0.011750214, 4.2669094e-06, 0.0002997429, 0.019948298, 0.00021842106, 3.3204375e-05, 1.6793578e-05]
GOLD TOK: 	 [['our']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'if we unlock the potential of this country and its people , no dream is outside of our reach .'
GOLD SEQ: 	 b'if we unlock the potential of this country and its incredible people , no dream is outside of our reach .'
PRED SEQ:	 b'if we unlock the potential of this country and its people , no dream is outside of our reach .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.033137593, 0.47523692, 0.06811932, 2.8934799e-05, 0.002808235, 7.2050098e-06, 0.0022915965, 0.004489376, 1.6351456e-05, 0.0023820319, 0.002444004, 1.9664767e-05, 0.0457337, 0.045740493, 0.04272656, 0.00033987028, 1.1049698e-05, 0.013054876, 0.00013832266, 1.0132135e-05]
GOLD TOK: 	 [['incredible']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'i said that in scotland and in the u . k . , that was going to happen .'
GOLD SEQ: 	 b'i said that in scotland and in the u . k . , that was going to happen .'
PRED SEQ:	 b'i said that in scotland and in the u . k . , that was going to happen .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.2028534, 0.508016, 0.0006713613, 0.0003009748, 0.27653074, 0.00022021944, 0.00019871023, 0.00014892267, 0.001585186, 0.00024022404, 0.0006720055, 0.000116553776, 3.280018e-05, 0.010443416, 0.0017288652, 0.0036402128, 0.00024631058, 0.057464592, 0.00023476328]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'together , these steps will ensure that every american with addiction has access to the care and the help that he or she needs .'
GOLD SEQ: 	 b'together , these steps will ensure that every american struggling with addiction has access to the care and the help that he or she needs .'
PRED SEQ:	 b'together , these steps will ensure that every american with addiction has access to the care and the help that he or she needs .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.024586167, 2.1309539e-05, 0.00096698775, 0.0015953706, 0.33365303, 0.004810093, 2.164511e-05, 0.028969964, 0.034885015, 0.0032913317, 0.007888793, 0.010907156, 0.00021769339, 5.6343556e-06, 0.0007716465, 0.0012515258, 2.501411e-05, 0.00021175244, 0.00366876, 0.00037171858, 0.3905153, 0.0028677667, 0.092057385, 0.034289394, 2.0804007e-05]
GOLD TOK: 	 [['struggling']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"[ film performance ] we ' re going to have the biggest tax cut since ronald reagan ."
GOLD SEQ: 	 b"[ applause ] we ' re going to have the biggest tax cut since ronald reagan ."
PRED SEQ:	 b"[ film performance ] we ' re going to have the biggest tax cut since ronald reagan ."
GOLD DIST: 	 [0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.19481511, 0.04713845, 0.13246544, 0.22390065, 0.21666682, 0.0056092786, 0.023209332, 0.029920196, 0.0013438731, 0.0037175384, 0.002434127, 0.10175088, 0.0022115977, 0.0063552363, 0.20501511, 0.03767428, 0.003231629, 0.002211404]
GOLD TOK: 	 [['applause']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'we have no choice .'
GOLD SEQ: 	 b'we have no choice .'
PRED SEQ:	 b'we have no choice .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.7021175, 0.24312542, 0.0208011, 0.032187402, 0.0015056324]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'we have nearly an $ 800 billion dollar annual trade deficit in goods with the world , and the the great depression .'
GOLD SEQ: 	 b'we have nearly an $ 800 billion dollar annual trade deficit in goods with the world , and the worst so - called recovery since the great depression .'
PRED SEQ:	 b'we have nearly an $ 800 billion dollar annual trade deficit in goods with the world , and the great depression .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.23376644, 0.058148656, 0.00017238226, 0.0003270301, 0.00022724348, 9.710049e-05, 2.7894239e-05, 6.0933446e-05, 6.707215e-05, 3.5117537e-05, 0.0011116606, 1.1979393e-05, 0.00048791617, 0.00026599734, 4.7213027e-05, 0.00362518, 6.584459e-06, 0.00028466524, 0.25600255, 0.44445518, 0.00068765256, 0.00042331836, 1.6026543e-05]
GOLD TOK: 	 [['worst', 'so', '-', 'called', 'recovery', 'since']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"he doesn ' t respect the u . s ."
GOLD SEQ: 	 b"he doesn ' t respect our president ."
PRED SEQ:	 b'he believes that it is possible to respect the u . s .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0]
PRED DIST: 	 [0.15733275, 0.5914352, 0.11269147, 0.27297333, 0.069729775, 0.001598357, 0.00332059, 0.00016759185, 0.00022485199, 0.0001793945]
GOLD TOK: 	 [['our', 'president']]
PRED TOK: 	 [['believes', 'that', 'it', 'is', 'possible', 'to']]
################################################################################
IN SEQ: 	 b'the people opposing the campaign are the same people who have left our border open and let innocent people suffer as a result .'
GOLD SEQ: 	 b'the people opposing our campaign are the same people who have left our border open and let innocent people suffer as a result .'
PRED SEQ:	 b'the people opposing the campaign are the same people who have left border open and let innocent people suffer as a result .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [8.950616e-05, 1.1375069e-05, 1.020578e-05, 1.6736677e-06, 1.3897332e-05, 0.0005435555, 7.716378e-06, 2.4214256e-05, 1.7125936e-05, 2.1709942e-05, 8.773594e-05, 4.623679e-06, 0.9381483, 4.154408e-06, 4.4811545e-06, 3.5106773e-06, 1.2477361e-05, 0.03282467, 1.5954534e-05, 5.423767e-05, 1.4197981e-06, 1.0310132e-06, 2.9012162e-06, 2.248047e-06]
GOLD TOK: 	 [['our']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'national security is also immigration security and hillary wants neither .'
GOLD SEQ: 	 b'national security is also immigration security and hillary wants neither .'
PRED SEQ:	 b'national security is also immigration security and hillary wants neither .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.015889827, 0.013192581, 0.0039444733, 0.03953139, 0.016634999, 0.039700758, 0.004048314, 0.03699581, 0.4101394, 0.07228877, 0.00016509756]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'a state like ohio will benefit from these new funds .'
GOLD SEQ: 	 b'a state like ohio will benefit greatly from these new funds .'
PRED SEQ:	 b'a state like ohio will benefit from these new funds .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.051078368, 0.039962675, 0.3062296, 0.0073477803, 0.27863938, 0.0945993, 1.4534688e-05, 0.0021903152, 0.008742954, 0.0016767858, 0.00013842306]
GOLD TOK: 	 [['greatly']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'and then humans get them out .'
GOLD SEQ: 	 b'and then we get them out .'
PRED SEQ:	 b'and then humans get them out .'
GOLD DIST: 	 [0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.02044783, 0.0055964016, 0.8240726, 0.115334585, 0.017965872, 0.012723655, 0.00013571735]
GOLD TOK: 	 [['we']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'deals are made when parties come together , they come to a table and they negotiate .'
GOLD SEQ: 	 b'deals are made when parties come together , they come to a table and they negotiate .'
PRED SEQ:	 b'deals are made when parties come together , they come to a table and they negotiate .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.118885756, 0.12632506, 0.32525414, 0.0001547672, 0.022442846, 0.0044025574, 0.0008014697, 3.0368801e-05, 0.10793725, 0.023175552, 0.0001511768, 0.00095564366, 0.0010657148, 0.00011649967, 0.08731511, 0.022665655, 7.643303e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'both of these programs have been gut ##ted by this administration .'
GOLD SEQ: 	 b'both of these programs have been reckless ##ly gut ##ted by this administration .'
PRED SEQ:	 b'both of these programs have been criticised by this administration .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [8.84752e-06, 1.1872503e-06, 6.450279e-06, 1.0852992e-05, 9.015079e-06, 4.9495807e-06, 0.9996202, 0.9994634, 2.2345469e-06, 0.00014364425, 8.686384e-05, 1.1433212e-06]
GOLD TOK: 	 [['reckless', '##ly']]
PRED TOK: 	 [['criticised']]
################################################################################
IN SEQ: 	 b"katy , here ' s the problem , simple ."
GOLD SEQ: 	 b"katy , here ' s the problem , very simple ."
PRED SEQ:	 b"katy , here ' s the problem , ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.16565773, 5.1646006e-05, 0.008560217, 4.637576e-05, 0.00010485727, 0.00021560234, 0.20631815, 5.8909427e-05, 0.5513215, 0.00048299241]
GOLD TOK: 	 [['very']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'they det .'
GOLD SEQ: 	 b'they det ##ach .'
PRED SEQ:	 b'det .'
GOLD DIST: 	 [0.0, 0.0, 0.0]
PRED DIST: 	 [0.5489476, 0.17243879, 0.009351612]
GOLD TOK: 	 [['##ach']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'prosperity and social change is disappearing .'
GOLD SEQ: 	 b'prosperity ##real prosperity is disappearing .'
PRED SEQ:	 b'prosperity and social change is un ##su ##pp ##orted by social change is disappearing .'
GOLD DIST: 	 [0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.52166146, 0.0010099212, 0.00012728629, 0.00010598376, 0.0091641005, 0.64059556, 0.00015083239]
GOLD TOK: 	 [['##real', 'prosperity']]
PRED TOK: 	 [['un', '##su', '##pp', '##orted', 'by', 'social', 'change', 'is']]
################################################################################
IN SEQ: 	 b'children , girls sold into slavery , men and women burned alive , cr ##uc ##if ##ix ##ions , be ##head ##ings , and drowning ##s , ethnic minorities targeted for mass execution .'
GOLD SEQ: 	 b'children slaughtered , girls sold into slavery , men and women burned alive , cr ##uc ##if ##ix ##ions , be ##head ##ings , and drowning ##s , ethnic minorities targeted for mass execution .'
PRED SEQ:	 b'children , girls sold into slavery , men and women burned alive , cr ##uc ##if ##ix ##ions , be ##head ##ings , and drowning ##s , ethnic minorities targeted for mass execution .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.002397139, 1.5135555e-05, 0.1054775, 0.31247526, 0.008577712, 0.16168627, 3.228284e-06, 0.0011619936, 3.713581e-05, 0.00024128522, 0.0003628629, 0.0020715443, 1.794007e-06, 4.429662e-06, 4.0329933e-06, 3.926434e-06, 6.3184657e-06, 1.9950756e-05, 1.6789706e-06, 3.49188e-05, 0.0002140238, 0.00019506311, 1.9322358e-06, 1.8953973e-05, 0.0014087865, 0.0008861973, 2.9265816e-06, 0.0074857906, 0.009236071, 0.07288712, 0.00016520699, 0.043259304, 0.10614625, 3.794527e-06]
GOLD TOK: 	 [['slaughtered']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"you know , i go home to my wife , i say how ' s it going ?"
GOLD SEQ: 	 b"you know , i go home to my wife , i say how ' s it going ?"
PRED SEQ:	 b"you know , i go home to my wife , i say how ' s it going ?"
