################################################################################
IN SEQ: 	 b'to make life safe in america , we must also address the growing threats we face from outside the country : we are going to defeat the of isis , and we are going to defeat them fast .'
GOLD TOK: 	 [['watch']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'[ [ commentary ] the deadline for voter register who is not registered ?'
GOLD SEQ: 	 b'[ applause ] the deadline for voter register who is not registered ?'
PRED SEQ:	 b'[ a simple ##d commentary ] the deadline for voter register who is not registered ?'
GOLD DIST: 	 [0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.009622395, -0.04537864, 0.043531835, 0.14406507, 0.14595556, 0.028713696, 0.16931069, 0.14918974, 0.09451478, 0.14174095, 0.30820566, 0.15975584, 0.0873449, -0.024857134]
GOLD TOK: 	 [['applause']]
PRED TOK: 	 [['a', 'simple', '##d']]
################################################################################
IN SEQ: 	 b"you ' re going to be so proud ."
GOLD SEQ: 	 b"you ' re going to be so proud ."
PRED SEQ:	 b"you ' re going to be so proud ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.511664, -0.19357179, -0.31718916, -0.37272438, -0.22300935, -0.20183076, -0.17022607, -0.24112415, -0.5480428]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"they ' re going to be ."
GOLD SEQ: 	 b"they ' re going to be gone ."
PRED SEQ:	 b"they ' re - winning the time , and the time ,"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.5933669, -0.26336643, -0.38564792, -0.529995, -0.10883148, -0.45775607, -0.5398545]
GOLD TOK: 	 [['gone']]
PRED TOK: 	 [['-', 'winning', 'the', 'time', ',', 'and', 'the', 'time', ',']]
################################################################################
IN SEQ: 	 b'vocational training is a thing .'
GOLD SEQ: 	 b'vocational training is a great thing .'
PRED SEQ:	 b'vocational training is a person .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.54827774, -0.35698107, -0.31155255, -0.4417679, -0.48958448, -0.47218594]
GOLD TOK: 	 [['great']]
PRED TOK: 	 [['person']]
################################################################################
IN SEQ: 	 b"this state has lost nearly half of its manufacturing jobs since bill and hillary ' s na ##ft ##a , the african - american middle class ."
GOLD SEQ: 	 b"this state has lost nearly half of its manufacturing jobs since bill and hillary ' s na ##ft ##a , dec ##imating the african - american middle class ."
PRED SEQ:	 b"this state has lost nearly half of its manufacturing jobs since bill and hillary ' s na ##ft ##a , the african - american middle class ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.24227083, -0.34230238, 0.14621906, -0.038626574, -0.013194621, 0.0014462695, 0.10528065, 0.12245884, 0.054543596, 0.12320116, -0.17075318, -0.23926312, -0.12279831, -0.24388778, 0.14321885, 0.108916126, -0.0075731073, 0.18126482, 0.08387032, -0.005183764, 0.0535997, 0.27299958, 0.043694913, -0.01655006, 0.16988902, 0.26362726, -0.37134364]
GOLD TOK: 	 [['dec', '##imating']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'income taxes will be simplified from 7 brackets to 3 , and middle class americans will get a major tax cut including child ##care de ##duction ##s and tax - free child ##care savings accounts .'
GOLD SEQ: 	 b'income taxes will be simplified from 7 brackets to 3 , and middle class americans will get a major tax cut including child ##care de ##duction ##s and tax - free child ##care savings accounts .'
PRED SEQ:	 b'income taxes will be simplified from 7 brackets to 3 , and middle class americans will get a major tax cut including child ##care de ##duction ##s and child ##care savings accounts .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.17332374, -0.19203621, -0.51286554, -0.07265982, 0.033621997, 0.05662611, 0.13651982, -0.19640428, -0.2616665, -0.19461995, -0.5716384, -0.18268937, 0.16722962, 0.25769144, -0.05432653, -0.26822153, -0.048729986, 0.0001205802, -0.045824945, 0.18350537, -0.061150685, 0.04672884, 0.39685142, 0.3790519, 0.15339103, 0.037975308, -0.17600578, 0.11411653, 0.12489245, 0.024909168, -0.14000617, 0.34890932, 0.30340698, -0.23310715, -0.123432085, -0.46308833]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'my trade reforms will raise wages , grow jobs and add trillion ##s in new wealth into country .'
GOLD SEQ: 	 b'my trade reforms will raise wages , grow jobs and add trillion ##s in new wealth into our country .'
PRED SEQ:	 b'my trade changes will raise wages , grow jobs and add trillion ##s in new wealth into country .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.059098393, -0.15276293, -0.21836478, -0.32629296, 0.046555065, 0.07677164, -0.18732509, 0.06457061, 0.056658044, -0.037063997, 0.08564541, -0.04827161, -0.009519115, 0.05461885, -0.041652694, -0.118689165, -0.14114073, -0.018692315, -0.21964535]
GOLD TOK: 	 [['our']]
PRED TOK: 	 [['changes']]
################################################################################
IN SEQ: 	 b'i knew these attacks would come .'
GOLD SEQ: 	 b'i knew these false attacks would come .'
PRED SEQ:	 b'i believed these attacks would come .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.38525808, -0.16169916, -0.057881147, -0.13793479, -0.13731848, -0.28107774, -0.42643768]
GOLD TOK: 	 [['false']]
PRED TOK: 	 [['believed']]
################################################################################
IN SEQ: 	 b'this includes americans like 21 - year - old sarah root .'
GOLD SEQ: 	 b'this includes incredible americans like 21 - year - old sarah root .'
PRED SEQ:	 b'this includes people like 21 - year - old sarah root .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.11239639, 0.16725613, -0.041279115, 0.048253834, -0.020572826, 0.14096579, 0.009063974, 0.02886805, -0.0054125786, -0.09298302, -0.0752676, -0.27793398]
GOLD TOK: 	 [['incredible']]
PRED TOK: 	 [['people']]
################################################################################
IN SEQ: 	 b'the support networks for radical islam in this country will be stripped out and removed , one - by - one , if necessary - - - vicious ##ly if necessary .'
GOLD SEQ: 	 b'the support networks for radical islam in this country will be stripped out and removed , one - by - one , vicious ##ly if necessary - - vicious ##ly if necessary .'
PRED SEQ:	 b'the support networks for radical islam in this country will be stripped out and removed , one - by - one , if necessary - - - if necessary .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.29310995, -0.020942152, 0.06476641, 0.16511385, 0.14161375, 0.005796887, 0.3602339, 0.04096914, -0.009278312, -0.2509885, 0.05750437, -0.04224407, 0.3110265, 0.1666058, 0.15581565, 0.00522276, 0.40720505, 0.44709605, 0.35496587, 0.2949325, 0.18735608, 0.03327139, 0.17428032, 0.27540657, -0.12310261, -0.09907448, -0.0738548, 0.0941539, 0.091974735, -0.05185262, 0.03634714, -0.46962422]
GOLD TOK: 	 [['vicious', '##ly']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"it ' s an asset , it ' s an asset ."
GOLD SEQ: 	 b"it ' s an asset , it ' s an asset ."
PRED SEQ:	 b"the book ' s an asset , it ' s an asset ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.22938602, 0.0035424978, -0.18954533, -0.1402933, -0.22781897, -0.24754395, -0.36133143, 0.041586637, -0.13418907, -0.16281205, -0.2358594, -0.23285952]
GOLD TOK: 	 []
PRED TOK: 	 [['the', 'book']]
################################################################################
IN SEQ: 	 b"[ applause ] other people ' s lives have been ruined , destroyed , for doing a fraction of what she did ."
GOLD SEQ: 	 b"[ applause ] other people ' s lives have been ruined , destroyed , for doing a tiny fraction of what she did ."
PRED SEQ:	 b"[ applause ] other people ' s lives have been ruined , destroyed , and for doing a fraction of what she did ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.22966169, -0.09653159, 0.0019562766, -0.012011111, 0.043417044, 0.45989168, 0.39322037, 0.14361906, 0.061814427, -0.0798109, 0.17971407, -0.17661026, 0.13197881, -0.5474844, 0.120432496, 0.10493935, 0.07563689, -0.104805015, 0.15590507, 0.1546619, -0.23072588, -0.0025776625, -0.4233028]
GOLD TOK: 	 [['tiny']]
PRED TOK: 	 [['and']]
################################################################################
IN SEQ: 	 b"we ' ve outlined a detailed plan on trade , on immigration , on rebuilding the military , on changing foreign policy ."
GOLD SEQ: 	 b"we ' ve outlined a detailed plan on trade , on immigration , on rebuilding the military , on changing our foreign policy ."
PRED SEQ:	 b"we ' ve outlined a detailed plan on trade , on immigration , on the military , on changing foreign policy ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.00032758713, 0.111522704, 0.033040583, 0.16278958, 0.15585661, 0.22129858, -0.08175433, 0.104309455, 0.14840959, -0.21590346, -0.03527545, 0.113658294, -0.20958519, -0.037079528, 0.006474361, 0.08583334, 0.15206906, -0.20366785, 0.025039956, 0.18614444, 0.22609062, 0.17750551, -0.33090103]
GOLD TOK: 	 [['our']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'if we unlock the potential of this country and its people , no dream is outside of our reach .'
GOLD SEQ: 	 b'if we unlock the potential of this country and its incredible people , no dream is outside of our reach .'
PRED SEQ:	 b'if we unlock the potential of this country and its people , no dream is outside of our reach .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.24926537, -0.04479575, -0.089218736, 0.11206913, 0.047152728, 0.4364694, 0.0034494698, -0.0020580664, 0.012392953, -0.02344273, 0.03693124, -0.09295846, -0.027994733, 0.13062692, -0.049259566, -0.1624166, 0.10083874, 0.21910875, -0.037252083, -0.3104326]
GOLD TOK: 	 [['incredible']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'i said that in scotland and in the u . k . , that was going to happen .'
GOLD SEQ: 	 b'i said that in scotland and in the u . k . , that was going to happen .'
PRED SEQ:	 b'i claimed that in scotland and in the u . k . , that was going to happen .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.123409435, 0.15309386, 0.23210676, 0.27263784, 0.0047949255, 0.032632828, 0.24420075, 0.06774016, 0.04260567, -0.11414337, -0.03893137, -0.079016894, -0.050484706, 0.10033055, 0.25958434, 0.15205608, 0.30392706, 0.13590264, 0.0035714507]
GOLD TOK: 	 []
PRED TOK: 	 [['claimed']]
################################################################################
IN SEQ: 	 b'together , these steps will ensure that every american with addiction has access to the care and the help that he or she needs .'
GOLD SEQ: 	 b'together , these steps will ensure that every american struggling with addiction has access to the care and the help that he or she needs .'
PRED SEQ:	 b'together , these steps may ensure that every american with addiction has access to the care and the help that he or she needs .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.27426076, -0.20455064, -0.027673699, -0.32080948, -0.4045816, -0.35555738, -0.07360068, 0.15478268, 0.15001875, 0.3710068, 0.33146474, 0.12604535, 0.1394973, 0.13708298, 0.05661503, 0.21373534, -0.0049047545, 0.039887145, 0.16356574, -0.038165107, 0.22030431, 0.005711809, 0.0391749, 0.19039305, -0.44677296]
GOLD TOK: 	 [['struggling']]
PRED TOK: 	 [['may']]
################################################################################
IN SEQ: 	 b"[ film performance ] we ' re going to have the biggest tax cut since ronald reagan ."
GOLD SEQ: 	 b"[ applause ] we ' re going to have the biggest tax cut since ronald reagan ."
PRED SEQ:	 b"[ film performance ] we ' re going to have the biggest tax cut since ronald reagan ."
GOLD DIST: 	 [0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.23818311, 0.08368647, 0.14892356, 0.21637022, -0.26346415, -0.57713044, -0.22815475, -0.20740335, -0.18449733, 0.08933942, -0.33439863, -0.3843339, -0.054554224, 0.002919905, -0.32131988, -0.3841852, -0.44086626, -0.39985663]
GOLD TOK: 	 [['applause']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'we have no choice .'
GOLD SEQ: 	 b'we have no choice .'
PRED SEQ:	 b'we have no choice .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.31657332, -0.18214494, -0.11789416, -0.13519771, -0.2864988]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'we have nearly an $ 800 billion dollar annual trade deficit in goods with the world , and the the great depression .'
GOLD SEQ: 	 b'we have nearly an $ 800 billion dollar annual trade deficit in goods with the world , and the worst so - called recovery since the great depression .'
PRED SEQ:	 b'the majority have nearly an $ 800 billion dollar annual trade deficit in goods with the world , and the the great depression .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.0850254, -0.19033784, 0.08508682, 0.15187624, 0.18810944, -0.03331569, -0.09038691, -0.05931113, 0.23372021, 0.14689642, -0.06941997, 0.37167892, 0.08238788, 0.07608578, -0.0075658187, -0.06784552, -0.18865225, -0.1104437, -0.092355624, -0.06065251, -0.0127091035, -0.075353704, -0.16021803]
GOLD TOK: 	 [['worst', 'so', '-', 'called', 'recovery', 'since']]
PRED TOK: 	 [['the', 'majority']]
################################################################################
IN SEQ: 	 b"he doesn ' t respect the u . s ."
GOLD SEQ: 	 b"he doesn ' t respect our president ."
PRED SEQ:	 b"he doesn ' t respect the u . s ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0]
PRED DIST: 	 [0.32507512, 0.45057768, 0.49383932, 0.37379304, 0.31055236, 0.23380205, 0.301205, 0.23528805, 0.28426233, 0.25516406]
GOLD TOK: 	 [['our', 'president']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'the people opposing the campaign are the same people who have left our border open and let innocent people suffer as a result .'
GOLD SEQ: 	 b'the people opposing our campaign are the same people who have left our border open and let innocent people suffer as a result .'
PRED SEQ:	 b'the people opposing the campaign are the same people who have left our border open and let innocent people suffer as a result .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.46695456, -0.29784733, 0.16518053, -0.19404677, -0.21524894, -0.25065956, -0.30088395, -0.08323632, 0.07383091, 0.33615234, 0.20135218, 0.097142875, -0.04849135, 0.07506972, 0.21564028, 0.2577237, -0.023660071, 0.011262506, 0.03949137, -0.0646375, -0.25216478, -0.4157948, -0.26535755, -0.47238624]
GOLD TOK: 	 [['our']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'national security is also immigration security and hillary wants neither .'
GOLD SEQ: 	 b'national security is also immigration security and hillary wants neither .'
PRED SEQ:	 b'national security is also immigration security and the person wants neither .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.3010351, -0.26795715, -0.14197034, -0.19446635, -0.09651763, -0.13536513, -0.097833246, -0.2797556, 0.07045063, 0.0056234524, -0.3639906]
GOLD TOK: 	 []
PRED TOK: 	 [['the', 'person']]
################################################################################
IN SEQ: 	 b'a state like ohio will benefit from these new funds .'
GOLD SEQ: 	 b'a state like ohio will benefit greatly from these new funds .'
PRED SEQ:	 b'a state like ohio will benefit from these new funds .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.58488053, -0.33906108, -0.2360056, -0.13265091, -0.38570455, -0.372731, -0.17979132, -0.078783, -0.15810698, -0.3029659, -0.69562584]
GOLD TOK: 	 [['greatly']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'and then humans get them out .'
GOLD SEQ: 	 b'and then we get them out .'
PRED SEQ:	 b'and then humans get them out .'
GOLD DIST: 	 [0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.54154444, -0.4245206, -0.3300544, -0.018168718, 0.011950463, -0.23064233, -0.4573009]
GOLD TOK: 	 [['we']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'deals are made when parties come together , they come to a table and they negotiate .'
GOLD SEQ: 	 b'deals are made when parties come together , they come to a table and they negotiate .'
PRED SEQ:	 b'deals are made when parties come together , they come to a table and they negotiate .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.055379137, -0.19290553, -0.18321428, 0.05148901, -0.0048259497, 0.24348289, 0.37862062, -0.03243357, 0.21913075, 0.17362264, 0.28178, 0.14963233, 0.13400157, 0.14442846, 0.23777744, -0.008890927, -0.22692245]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'both of these programs have been gut ##ted by this administration .'
GOLD SEQ: 	 b'both of these programs have been reckless ##ly gut ##ted by this administration .'
PRED SEQ:	 b'both of these programs have been rejected by this administration .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.13743906, 0.2707647, 0.3599037, 0.32312065, 0.255287, 0.1814842, 0.26763463, 0.39029345, 0.18029782, 0.22142522, 0.32058775, 0.119286045]
GOLD TOK: 	 [['reckless', '##ly']]
PRED TOK: 	 [['rejected']]
################################################################################
IN SEQ: 	 b"katy , here ' s the problem , simple ."
GOLD SEQ: 	 b"katy , here ' s the problem , very simple ."
PRED SEQ:	 b"katy , here ' s the problem , simple ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.23467037, -0.35962576, -0.35316625, -0.42501608, -0.29289913, -0.26431802, -0.26499963, -0.24129784, -0.18000905, -0.38593388]
GOLD TOK: 	 [['very']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'they det .'
GOLD SEQ: 	 b'they det ##ach .'
PRED SEQ:	 b'they is det .'
GOLD DIST: 	 [0.0, 0.0, 0.0]
PRED DIST: 	 [-0.3386175, -0.33225054, -0.30219913]
GOLD TOK: 	 [['##ach']]
PRED TOK: 	 [['is']]
################################################################################
IN SEQ: 	 b'prosperity and social change is disappearing .'
GOLD SEQ: 	 b'prosperity ##real prosperity is disappearing .'
PRED SEQ:	 b'prosperity and social change is not .'
GOLD DIST: 	 [0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.42757782, -0.31667548, -0.11507408, -0.17764413, -0.15187523, -0.093985766, -0.38772085]
GOLD TOK: 	 [['##real', 'prosperity']]
PRED TOK: 	 [['not']]
################################################################################
IN SEQ: 	 b'children , girls sold into slavery , men and women burned alive , cr ##uc ##if ##ix ##ions , be ##head ##ings , and drowning ##s , ethnic minorities targeted for mass execution .'
GOLD SEQ: 	 b'children slaughtered , girls sold into slavery , men and women burned alive , cr ##uc ##if ##ix ##ions , be ##head ##ings , and drowning ##s , ethnic minorities targeted for mass execution .'
PRED SEQ:	 b'children , girls sold into slavery , men and women burned alive , cr ##uc ##if ##ix ##ions , be ##head ##ings , and drowning ##s , ethnic minorities targeted for mass execution .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.17919262, 0.002386026, 0.086226545, 0.16149715, -0.109133445, 0.10142341, 0.0013573095, 0.28105074, 0.19331501, 0.08304399, 0.33477122, 0.41698042, 0.16899052, 0.262397, 0.30124396, 0.17615595, 0.32782158, 0.024973929, -0.06595356, 0.20417538, 0.32176518, 0.15318352, -0.54272264, 0.12376097, 0.29536495, 0.17368093, -0.08733335, 0.33010286, 0.19660722, 0.28369102, 0.11874261, 0.27810293, 0.22289388, -0.35652062]
GOLD TOK: 	 [['slaughtered']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"you know , i go home to my wife , i say how ' s it going ?"
GOLD SEQ: 	 b"you know , i go home to my wife , i say how ' s it going ?"
PRED SEQ:	 b"you believe , i go home to my wife , i say how ' s it going ?"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.102861606, -0.18637738, -0.057231583, -0.16410933, -0.17124055, -0.229906, -0.07552265, -0.43877548, -0.15915906, -0.0737176, -0.082692355, -0.111792386, -0.017576113, -0.0936023, -0.3000348, -0.32351735, -0.19367412, -0.21796069]
GOLD TOK: 	 []
PRED TOK: 	 [['believe']]
################################################################################
IN SEQ: 	 b'in business , they call them a soft touch .'
GOLD SEQ: 	 b'but in business , they call them a soft touch .'
PRED SEQ:	 b'in business , they call them a soft touch .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.050625145, -0.10270858, 0.18257958, 0.17266308, -0.04346623, -0.048504412, 0.029251345, 0.016951047, -0.05484879, -0.23283884]
GOLD TOK: 	 [['but']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'we will also lower taxes on american business , from 35 % to 15 % , and we will have the largest regulatory reform in american history .'
GOLD SEQ: 	 b'we will also lower taxes on american business , from 35 % to 15 % , and we will have the largest regulatory reform in american history .'
PRED SEQ:	 b'we will also lower taxes on american business , from 35 % to 15 % , and the states will have the largest regulatory reform in american history .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.3045521, -0.4654935, 0.069867715, 0.11507005, 0.26970428, 0.24246626, 0.10938467, 0.31607923, -0.098403, -0.07616402, 0.055861086, -0.15351409, -0.10124934, -0.2357603, -0.16785836, -0.60974294, 0.07955432, -0.26100287, -0.20125152, 0.06961453, -0.29316163, -0.19201082, 0.06113445, 0.07898024, 0.19970384, 0.04059603, -0.093952574, -0.32173178]
GOLD TOK: 	 []
PRED TOK: 	 [['the', 'states']]
################################################################################
IN SEQ: 	 b'am i supposed to dislike them ?'
GOLD SEQ: 	 b'am i supposed to dislike them ?'
PRED SEQ:	 b'am i said to dislike them ?'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.098005176, -0.27436697, -0.36302245, -0.099605754, -0.093542755, 0.06635946, -0.1296995]
GOLD TOK: 	 []
PRED TOK: 	 [['said']]
################################################################################
IN SEQ: 	 b"over the years , i ' ve watched ."
GOLD SEQ: 	 b"over the years , i ' ve watched ."
PRED SEQ:	 b"over the years , i ' ve watched a time ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0439498, 0.221888, 0.14406896, 0.038216174, 0.13079193, 0.31881148, 0.058057517, 0.18699346, -0.07347596]
GOLD TOK: 	 []
PRED TOK: 	 [['a', 'time']]
################################################################################
IN SEQ: 	 b"whether it ' s dangerous materials being smug ##gled across the border , militants entering on visas or americans losing their jobs to foreign workers , these are the problems we must now focus on fixing ."
GOLD SEQ: 	 b"whether it ' s dangerous materials being smug ##gled across the border , terrorists entering on visas or americans losing their jobs to foreign workers , these are the problems we must now focus on fixing ."
PRED SEQ:	 b"whether it ' s dangerous materials being smug ##gled across the border , militants entering on visas or americans losing their jobs to foreign workers , these are the problems that must now focus on fixing ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.27162263, -0.29947567, 0.26365796, -0.059016436, -0.018245623, -0.10215357, 0.102305666, -0.011865228, 0.08709232, 0.031181678, 0.3556798, -0.055594012, 0.122830786, -0.052055724, 0.23951077, 0.25136474, 0.08626662, -0.03934022, -0.020025745, 0.18070857, 0.2069089, -0.050276194, 0.034961507, -0.044735484, -0.038590916, -0.11398628, -0.21962443, -0.21595061, -0.049292758, -0.26639184, 0.011231463, -0.06344188, -0.048952244, 0.08506429, 0.19284663, 0.0037012547, -0.23492381]
GOLD TOK: 	 [['terrorists']]
PRED TOK: 	 [['that']]
################################################################################
IN SEQ: 	 b'no , i have nothing to do with russia , john .'
GOLD SEQ: 	 b'no , i have nothing to do with russia , john .'
PRED SEQ:	 b'no , i have nothing to do with russia , john .'
